period,year,quarter,domestic_demand_real_cop_billion,total_consumption_real_cop_billion,private_consumption_real_cop_billion,government_consumption_real_cop_billion,investment_real_cop_billion,fixed_investment_real_cop_billion,exports_real_cop_billion,imports_real_cop_billion,gdp_real_cop_billion,domestic_demand_nominal_cop_billion,total_consumption_nominal_cop_billion,private_consumption_nominal_cop_billion,government_consumption_nominal_cop_billion,investment_nominal_cop_billion,fixed_investment_nominal_cop_billion,exports_nominal_cop_billion,imports_nominal_cop_billion,gdp_nominal_cop_billion,trm_avg_cop_per_usd,trm_end_cop_per_usd,net_exports_real_cop_billion,net_exports_nominal_cop_billion,gdp_usd_m
2020Q4,2020,4,243663.77566343272,215481.87002109562,166726.9439045263,48859.51010808949,27921.24651571501,42994.73630025856,26594.632701121423,43113.99790368131,226463.51215166118,293797.0820519706,262538.9899333826,202953.65140365908,59585.3385297235,31258.092118588,54986.91645352171,36919.20436676655,55484.47786706945,275231.8085516677,3660.9272881355932,3432.5,-16519.365202559886,-18565.2735003029,75180.90005328556
2021Q1,2021,1,228863.05215091445,184383.49853229205,154416.79812977565,30023.147273203598,44240.554877335664,41623.6762338733,27041.913095974785,43287.182665644876,212118.50664005245,291532.57739470026,229025.98059915824,192402.8820467863,36623.098552371936,62506.59679554202,52077.16127816358,38406.43831573171,56197.361782333006,273741.653928099,3562.1349999999998,3736.91,-16245.26956967009,-17790.923466601293,76847.63601831459
2021Q2,2021,2,236559.49250758748,191510.33536780535,155973.1068341756,35584.19599526506,44827.7421578691,39400.704894606315,26412.121370407367,49494.87739236563,212672.1515113259,298495.7437275223,244327.50144490929,200271.2978491377,44056.20359577158,54168.24228261304,52185.45969529675,41219.65750596703,67039.32968769719,272676.0715457922,3695.272033898305,3756.67,-23082.756021958267,-25819.67218173016,73790.5272046059
2021Q3,2021,3,254910.1570069942,205151.34944565248,168170.24183364765,37034.30977749681,49486.5890579164,41644.303643157014,30083.47714889125,54303.19858342449,229893.55275838362,334921.94013713044,266694.6777161551,220571.95742476167,46122.720291393474,68227.26242097528,54816.427919794194,50886.04057111574,76865.59265122283,308942.38805702335,3847.456612903226,3834.68,-24219.721434533243,-25979.552080107096,80297.82246820469
2021Q4,2021,4,274583.2983345039,242517.81665425017,190277.85320240114,52280.34695403453,32368.113906878847,48621.31522836336,35333.48838472661,57724.74135856501,251558.78909023802,359100.7387406447,318392.8402397773,253820.8626793143,64571.97756046298,40707.898500867435,67398.95110674547,62658.86360718554,84485.71587874698,337273.88646908326,3883.456779661017,3981.16,-22391.252973838396,-21826.852271561438,86848.88376651987
2022Q1,2022,1,258686.31403868707,206010.52314058458,173355.59818893546,32405.161330817147,52350.015341045546,47206.03549247704,31642.30058649328,60097.17550915833,229311.00160365616,365708.24352145806,283663.6399695133,242993.79038811257,40669.8495814007,82044.60355194478,65815.97967172891,63404.89412834479,91855.98675427969,337257.15089552314,3908.4903389830506,3748.15,-28454.874922665054,-28451.092625934893,86288.34195437055
2022Q2,2022,2,269145.7414155216,221009.294876573,181882.0299174086,39061.83558208304,47973.17346226356,43656.03784063418,32988.542680110106,62196.96310172631,239013.84522825145,379792.54036561446,315132.39344440086,263893.166178086,51239.22726631483,64660.14692121359,64024.26604508049,72561.65508031346,98260.34664528263,354093.84880064527,3919.3483333333334,4127.47,-29208.420421616203,-25698.691564969165,90345.08257128934
2022Q3,2022,3,280995.579558154,222958.1578140309,186525.82067623144,36216.02092699373,57661.90706654781,47315.684425392355,34299.01586137546,67259.28621023399,246908.05578446505,416670.9176393952,325647.93475559825,277216.8707609622,48431.06399463607,91022.98288379695,70522.44903314642,79912.45303250772,111204.93941688834,385378.4312550146,4384.34306451613,4532.07,-32960.270348858525,-31292.486384380623,87898.78565251968
2022Q4,2022,4,288085.3649876374,247849.0241688115,199240.55121742448,48768.98216010607,40358.90413014309,52807.242241496424,34753.14087202113,64417.5751788814,257422.09738362732,419325.29847352963,365967.0318304873,300282.1726728392,65684.85915764814,53358.26664304234,80179.30525004417,84049.99775883401,109025.72718354936,394349.5690488143,4811.555789473684,4810.2,-29664.43430686027,-24975.729424715348,81958.84788690158
2023Q1,2023,1,262714.58940624294,210298.41390052048,178431.02450973913,31239.049766119704,52140.52353497686,44783.551830213335,32665.64984236813,59110.86104657014,235748.93524516877,411951.08998776774,319230.2662450862,276119.874965478,43110.39127960819,92720.82374268153,70035.74833072006,73015.72328568547,98534.49759535525,386432.31567809795,4754.554745762712,4627.27,-26445.211204202013,-25518.77430966978,81276.23643885662
2023Q2,2023,2,263719.91513662174,222116.9510284197,183252.6684295159,38779.95770977598,41553.741638340565,38053.90054662497,33508.3904028955,57214.08990361984,239983.68203857203,403697.3200198605,342009.58037981816,286497.29008067155,55512.2902991466,61687.73964004235,60561.03852130367,69093.70629639828,90205.00449134999,382586.0218249088,4424.274482758621,4191.28,-23705.69950072434,-21111.298194951713,86474.2961395919
2023Q3,2023,3,265792.6229088762,223416.6422563078,185662.9582078079,37519.9655775957,42317.11615140741,39822.54839868547,34444.177959453606,54913.95723562779,245804.90840946528,416861.98707487644,348118.6016450651,291696.10687507305,56422.4947699921,68743.38542981131,62188.737174482725,66885.70044385473,81753.21532818337,401994.4721905478,4044.6466666666665,4053.76,-20469.779276174188,-14867.514884328644,99389.26816612274
2023Q4,2023,4,278252.87254825915,248089.99281475207,197460.34885293708,51339.0269465086,30394.618675275167,43847.99922447623,37226.78179528276,57259.091814182255,259305.47430679397,426395.60291749437,389554.5517300302,312427.7280787774,77126.82365125282,36841.05118746417,67897.47597349355,73649.86997406148,83858.28258511134,416187.19030644454,4070.2356140350876,3822.05,-20032.310018899494,-10208.412611049862,102251.3755398674
2024Q1,2024,1,256425.6096961733,210280.2202396823,179189.6272906738,30609.063938288902,46049.78450283984,40362.98127479736,32589.736612037483,52552.51608621815,236500.4578859517,419569.8130673075,335632.73753381707,289032.66238330805,46600.075150509,83937.07553349047,64965.01543201321,59392.94372837689,76372.76198164553,402589.99481403886,3921.556206896552,3842.3,-19962.77947418067,-16979.818253268633,102660.77382903082
2024Q2,2024,2,267570.97814757464,225183.15200709974,185291.25956228067,39851.13378978198,42342.659497999965,38158.95688150893,33628.26473032253,57422.49371880036,243822.83983365,430168.2341689146,367590.6115174394,305610.76048660924,61979.8510308302,62577.62265147521,64915.23143022492,64617.114739470526,84280.57894640467,410504.76996198046,3924.2272881355934,4148.04,-23794.22898847783,-19663.464206934143,104607.79659809459
2024Q3,2024,3,275251.0198157929,224980.36413322404,189261.59098109842,35380.28415482733,50160.977135688314,40774.23551291123,34113.57068970509,59552.08095387642,249751.84956036223,457477.70340499486,372399.25922614016,314603.78795560834,57795.471270531845,85078.4441788547,67463.79311876534,69290.70902948397,89922.04840159393,436846.3640328849,4094.898166666667,4164.21,-25438.51026417133,-20631.339372109956,106680.64167966526
2024Q4,2024,4,288475.39234045916,256724.263619994,203280.52216594707,53970.51811710177,31834.578863471845,48326.82633078247,38051.42796793489,61629.90924110506,265414.85272003605,477324.2493587826,426690.3917226033,338913.7891744745,87776.60254812881,50633.857636179324,80494.96001899651,82208.23250266862,96157.61067035589,463374.8711910953,4347.314918032787,4409.15,-23578.481273170168,-13949.378167687275,106588.7518911968
2025Q1,2025,1,267840.8793656214,218025.5158725636,185961.2347888286,31764.184477619612,49687.498509334306,41144.24342844535,33651.52358834948,59221.745443098516,242632.98343363692,467666.22060102463,367048.9845104033,315750.61483210156,51298.36967830172,100617.23609062134,70966.28521194299,66824.93654176604,90079.04425348167,444412.112889309,4185.534827586207,4192.57,-25570.221854749034,-23254.107711715624,106178.0946034084
2025Q2,2025,2,278212.21488164586,233652.06719614592,192014.7014081475,41583.139687280476,44507.05348709365,38968.15845505678,33750.62148944818,63408.012629916855,248985.66441538135,472411.9210262429,397301.78292253346,330130.6601575856,67171.1227649479,75110.13810370945,69175.45382167697,66738.51422183572,97100.88382333812,442049.55142474046,4200.6824137931035,4069.67,-29657.391140468673,-30362.369601502403,105232.79502712551
2025Q3,2025,3,288773.2903802544,237786.525582305,196975.68384216112,40698.21209714674,50879.04820496045,42833.05603655715,35035.36661212746,65475.26430185576,258737.57184249646,506267.8929305895,414324.54602385976,343991.8176764627,70332.72834739709,91943.34690672974,75383.13392720354,70148.82911465187,98756.9893355639,477659.7327096775,4005.5518032786886,3901.29,-30439.8976897283,-28608.160220912032,119249.42084601072
2025Q4,2025,4,295185.30126586655,266461.1278570587,209564.53419000737,57180.694688862866,28873.79156410731,46919.3480281395,38496.496041049,62513.80971033215,271434.7141091751,507728.3225444881,465436.8864056353,367080.06792115496,98356.8184844803,42291.436138852834,81294.5043944909,74083.84827087006,91988.29317993099,489823.8776354271,3823.673220338983,3757.08,-24017.313669283147,-17904.444909060927,128102.96524031999
